Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
16.1,61.3,Medium,Medium,Yes,6.9,78.8,High,Yes,1.0,61.4
15.9,67.5,Medium,Medium,Yes,7.3,91.4,High,Yes,2.0,60.0
25.0,75.0,Low,High,Yes,8.0,92.4,High,Yes,3.0,77.3
28.3,70.5,Medium,High,Yes,6.7,79.4,High,Yes,2.0,71.2
11.7,90.6,Medium,High,Yes,8.0,70.3,High,Yes,1.0,54.2
30.5,80.0,High,Medium,No,6.9,62.2,High,Yes,1.0,61.9
19.0,85.3,Medium,High,No,8.0,87.0,High,Yes,1.0,69.0
12.3,81.1,High,Low,Yes,6.9,51.7,High,Yes,0.0,46.2
21.9,60.6,High,Medium,Yes,7.5,72.8,High,Yes,2.0,60.5
24.4,89.3,High,Medium,No,6.7,66.6,High,Yes,3.0,63.8
12.0,79.4,High,Medium,No,8.5,81.8,High,Yes,2.0,62.1
19.0,97.0,High,Medium,Yes,7.9,61.1,High,Yes,1.0,53.8
17.2,88.6,Medium,High,Yes,4.5,98.1,High,Yes,1.0,74.1
14.2,73.6,Low,Medium,Yes,6.3,52.3,High,Yes,2.0,53.2
14.7,99.4,High,Medium,Yes,5.4,99.2,High,Yes,3.0,76.8
20.3,82.6,High,Medium,No,7.3,50.1,High,Yes,2.0,56.5
11.6,64.3,Low,Medium,Yes,7.9,76.5,High,Yes,1.0,52.0
15.5,91.1,Medium,Medium,Yes,7.5,61.0,High,Yes,0.0,57.3
34.9,91.9,High,Medium,No,8.6,64.5,High,Yes,2.0,75.9
22.0,62.2,Medium,High,Yes,6.5,75.9,High,Yes,1.0,64.9
30.6,71.7,High,Medium,No,8.3,94.7,High,Yes,2.0,82.1
18.8,71.9,Medium,Medium,No,5.6,73.8,High,Yes,2.0,53.8
26.3,87.2,Medium,High,Yes,6.9,65.8,High,Yes,2.0,70.7
19.1,87.0,Medium,High,,5.8,55.8,High,Yes,3.0,62.8
14.8,89.4,High,High,Yes,8.4,69.8,High,Yes,1.0,65.5
8.0,99.3,High,Medium,Yes,8.6,81.1,High,No,1.0,58.5
10.4,72.4,Medium,Medium,Yes,9.9,50.4,High,Yes,2.0,43.9
23.0,79.1,High,High,No,5.8,81.0,High,Yes,2.0,65.4
25.9,76.0,Medium,Medium,Yes,5.8,93.3,High,Yes,1.0,75.3
19.7,84.7,Medium,Medium,No,5.6,59.9,High,Yes,1.0,54.6
19.7,93.3,High,Medium,Yes,7.9,88.7,High,Yes,2.0,76.9
21.3,83.8,High,High,No,8.2,58.3,High,Yes,2.0,63.6
20.4,70.3,Medium,High,No,6.7,76.7,High,Yes,1.0,63.1
13.5,69.9,High,High,No,5.7,92.2,High,Yes,1.0,63.6
22.8,78.8,Medium,Medium,No,6.3,68.9,High,No,4.0,64.5
14.8,78.8,Medium,Low,No,6.3,60.9,High,Yes,4.0,52.4
15.0,97.7,Medium,High,Yes,7.4,80.6,High,No,1.0,70.5
13.2,78.7,Low,Medium,No,8.3,73.1,High,Yes,1.0,57.5
14.8,65.4,High,Medium,Yes,7.2,66.8,High,Yes,1.0,49.6
22.2,71.1,Medium,Medium,No,5.8,98.1,High,Yes,3.0,73.4
20.3,75.3,High,Medium,No,6.9,58.4,High,Yes,1.0,54.7
30.2,70.3,Medium,Low,No,9.1,61.0,High,Yes,1.0,58.1
26.6,64.3,Medium,Medium,Yes,8.6,77.8,High,Yes,0.0,62.1
16.3,97.1,Medium,Medium,Yes,5.1,61.5,High,Yes,1.0,59.5
32.5,86.9,Medium,Medium,Yes,9.6,74.6,High,Yes,4.0,73.9
22.1,83.6,High,Medium,Yes,8.1,88.2,High,Yes,1.0,70.9
30.2,72.2,Low,High,No,7.1,61.5,High,Yes,2.0,56.2
27.4,66.8,Medium,High,Yes,7.0,66.9,High,Yes,2.0,71.5
27.6,71.1,Medium,High,Yes,7.2,54.5,High,Yes,2.0,58.4
22.9,99.1,Low,High,No,7.7,89.3,High,Yes,1.0,78.5
24.9,,Low,Medium,Yes,5.1,74.4,High,Yes,2.0,61.9
17.1,87.0,Medium,Medium,Yes,,93.4,High,Yes,3.0,75.8
21.0,97.8,High,,Yes,7.4,90.0,High,No,2.0,78.0
12.0,65.4,Medium,Medium,Yes,6.5,88.4,High,Yes,1.0,57.4
22.4,81.2,Medium,Medium,No,5.2,74.5,High,Yes,1.0,59.2
18.9,69.0,Low,High,Yes,6.6,70.1,High,Yes,0.0,58.1
13.7,64.0,High,Medium,Yes,7.7,82.4,High,Yes,1.0,54.4
22.0,62.5,High,High,Yes,5.9,68.5,High,Yes,1.0,52.7
25.0,92.1,Low,Medium,Yes,9.9,84.9,High,Yes,2.0,78.6
17.3,87.7,Medium,Low,Yes,10.0,63.5,High,Yes,1.0,53.8
20.8,65.0,Low,Low,No,6.5,69.3,High,No,0.0,56.1
12.5,83.8,Medium,Medium,No,6.5,70.9,High,Yes,3.0,65.9
14.9,69.4,High,High,No,6.7,58.2,High,Yes,0.0,46.8
16.4,68.6,Low,High,Yes,7.6,91.4,High,Yes,4.0,75.3
17.9,89.9,High,High,No,4.7,52.5,High,Yes,0.0,56.7
28.3,63.1,High,High,No,6.0,69.2,High,Yes,1.0,57.8
10.9,97.8,Low,High,Yes,6.8,60.8,High,Yes,2.0,54.6
9.0,77.0,Medium,High,No,4.6,68.8,High,Yes,4.0,57.9
13.8,77.4,Medium,Medium,Yes,7.4,91.8,High,,1.0,68.2
21.0,77.5,High,Medium,Yes,6.7,90.3,High,Yes,2.0,70.4
20.5,89.9,Medium,High,Yes,8.0,67.5,High,Yes,2.0,65.9
24.7,68.1,Medium,Medium,Yes,5.0,53.7,High,Yes,0.0,58.5
24.9,76.2,Medium,Medium,Yes,6.5,65.3,High,Yes,0.0,54.0
24.5,75.0,Medium,Medium,Yes,5.1,93.0,High,Yes,1.0,76.9
13.6,66.0,Low,High,No,6.6,91.1,High,Yes,1.0,65.3
24.2,73.0,Medium,Medium,Yes,6.9,67.2,High,Yes,0.0,64.8
27.7,74.9,Medium,Low,No,8.7,56.1,High,Yes,2.0,56.6
10.3,70.9,High,Low,No,7.2,69.2,High,Yes,3.0,60.7
17.2,84.8,High,High,Yes,6.4,75.9,High,Yes,1.0,62.7
26.6,81.8,Medium,Medium,Yes,6.6,69.2,High,No,2.0,67.2
25.0,62.6,High,High,No,5.5,56.4,High,Yes,1.0,54.5
22.7,70.1,Low,Low,Yes,6.2,82.8,High,Yes,1.0,57.7
18.7,83.6,Low,Low,Yes,8.6,69.7,High,Yes,2.0,53.0
17.8,96.5,High,Medium,No,9.1,63.7,High,Yes,0.0,58.6
17.6,85.9,Low,Medium,No,,72.5,High,Yes,0.0,65.5
21.8,65.8,Low,Medium,No,9.2,77.2,High,Yes,4.0,67.0
20.7,92.2,High,Low,Yes,4.8,64.8,High,Yes,1.0,62.1
21.1,79.5,Medium,Medium,Yes,7.0,90.2,High,No,4.0,74.8
28.6,60.7,High,Medium,No,7.8,56.3,High,Yes,0.0,51.4
19.3,97.4,Medium,Low,Yes,7.3,55.0,High,Yes,1.0,58.9
23.0,60.4,Medium,Medium,Yes,9.3,62.7,High,Yes,2.0,53.7
13.6,67.6,Medium,Low,Yes,8.3,87.6,Low,No,2.0,53.8
30.8,65.9,Medium,High,Yes,8.0,70.3,Low,Yes,4.0,67.6
18.4,82.3,Low,Low,No,5.2,74.4,Low,Yes,3.0,48.4
27.5,79.8,High,Low,No,7.8,55.4,Low,Yes,3.0,50.4
18.0,82.1,High,High,Yes,9.2,84.9,Low,Yes,0.0,60.5
25.5,85.0,Medium,Medium,Yes,6.7,83.1,Low,Yes,3.0,64.0
21.7,95.1,Low,Low,No,7.1,92.4,Low,Yes,1.0,66.4
11.7,61.2,Medium,Medium,Yes,6.7,83.8,Low,Yes,3.0,56.3
14.6,60.5,Medium,Medium,Yes,6.8,66.9,Low,Yes,1.0,47.1
18.1,68.4,Medium,Medium,Yes,5.9,70.4,Low,Yes,2.0,46.7
18.9,88.8,High,Low,No,5.2,98.1,Low,Yes,3.0,72.9
20.4,66.3,High,Medium,Yes,6.1,93.7,Low,Yes,2.0,66.0
18.7,86.1,Low,Medium,No,8.3,95.8,Low,Yes,2.0,62.1
17.9,97.0,Medium,High,Yes,7.6,90.5,Low,Yes,1.0,67.2
8.4,60.7,Medium,Medium,Yes,5.1,83.6,Low,Yes,1.0,50.5
15.5,66.6,Medium,Medium,Yes,6.3,68.4,Low,Yes,3.0,45.9
37.4,73.3,Medium,High,Yes,6.4,89.8,Low,Yes,0.0,68.6
15.4,99.3,Medium,Low,No,6.6,85.7,Low,Yes,1.0,66.7
28.3,80.8,Medium,High,Yes,5.9,59.8,Low,Yes,3.0,60.8
11.2,90.1,,Low,Yes,7.9,92.9,Low,Yes,1.0,62.6
18.9,78.7,Medium,Medium,No,5.6,74.8,Low,Yes,0.0,50.5
20.7,90.0,Low,High,No,6.8,52.5,Low,Yes,1.0,63.7
17.3,71.3,Medium,Medium,Yes,7.4,79.2,Low,Yes,2.0,59.3
22.0,67.7,Medium,Medium,Yes,6.8,64.8,Low,Yes,2.0,54.3
14.1,62.0,Medium,High,No,7.1,59.9,Low,No,3.0,53.7
26.5,83.1,Medium,Medium,Yes,6.4,82.8,Low,Yes,2.0,69.3
21.5,89.4,High,High,Yes,7.3,65.0,Low,No,1.0,51.3
26.3,80.6,High,Low,No,7.0,94.5,Low,Yes,0.0,68.1
16.1,67.5,Medium,Medium,No,6.3,82.9,Low,Yes,2.0,54.0
15.7,84.4,Low,Low,Yes,9.2,56.4,Low,Yes,0.0,44.4
22.1,67.5,Low,Medium,Yes,6.8,51.6,Low,Yes,0.0,42.6
29.0,97.7,Low,Low,Yes,10.0,92.6,Low,Yes,0.0,72.6
19.3,70.5,Medium,High,Yes,6.2,63.3,Low,Yes,2.0,47.1
20.5,98.2,Medium,Medium,Yes,9.1,51.3,Low,Yes,0.0,52.5
17.1,96.6,Low,Medium,No,5.7,93.3,Low,No,2.0,65.3
13.4,84.8,High,High,No,5.1,87.5,Low,Yes,2.0,56.9
32.2,85.7,Medium,High,Yes,5.5,71.8,Low,Yes,0.0,65.9
21.3,62.8,Low,Medium,No,6.1,70.3,Low,Yes,4.0,52.4
17.5,82.9,Low,Medium,Yes,5.6,75.5,Low,Yes,1.0,49.3
22.7,70.8,Low,Medium,Yes,7.9,94.6,Low,Yes,0.0,66.1
15.8,91.3,Low,Medium,No,6.7,95.7,Low,Yes,2.0,70.3
22.4,72.2,High,Medium,Yes,8.5,80.0,Low,Yes,1.0,58.2
14.4,74.2,Medium,High,Yes,8.8,58.1,Low,Yes,1.0,51.7
18.0,95.6,High,Medium,Yes,7.7,69.9,Low,Yes,0.0,56.4
17.2,83.6,Medium,Medium,No,7.1,87.9,Low,Yes,3.0,66.0
29.6,94.9,High,Medium,No,6.1,89.8,Low,Yes,1.0,70.6
13.4,84.5,High,Low,Yes,6.4,56.4,Low,,0.0,42.5
18.5,79.2,Medium,Low,No,6.2,74.6,Low,Yes,2.0,53.0
24.9,86.1,High,Medium,No,6.6,89.6,Low,Yes,2.0,71.4
26.8,89.1,Low,Low,No,6.3,71.8,Low,,1.0,64.1
18.5,91.2,Low,Medium,Yes,5.6,58.9,Low,Yes,1.0,51.4
12.8,89.8,Medium,Low,Yes,7.3,95.3,Low,Yes,2.0,64.0
26.5,68.9,High,High,Yes,6.5,76.9,Low,Yes,1.0,63.8
22.2,65.2,Medium,Medium,Yes,5.4,57.0,Low,Yes,1.0,54.7
7.1,82.0,Medium,High,No,6.3,66.9,Low,Yes,1.0,45.5
21.3,87.8,Medium,Low,No,7.3,76.8,Low,Yes,0.0,61.0
30.1,61.4,Low,High,No,6.8,71.2,Low,Yes,0.0,60.7
33.0,64.7,High,Low,No,7.5,52.9,Low,Yes,1.0,50.1
30.5,61.3,Medium,Low,Yes,7.3,83.9,Low,Yes,2.0,62.0
,77.3,Low,Medium,Yes,6.5,61.3,Low,Yes,2.0,49.1
14.2,79.7,Medium,Low,Yes,7.7,84.0,Low,Yes,1.0,57.2
26.7,64.5,Medium,High,Yes,6.4,77.4,Low,Yes,1.0,61.3
18.6,87.6,Low,High,No,7.3,78.8,Low,Yes,3.0,60.8
25.4,90.1,Medium,High,Yes,7.7,64.7,Low,Yes,1.0,56.0
20.9,88.4,Low,Medium,Yes,5.8,98.0,Low,Yes,2.0,75.2
10.2,79.8,High,High,No,6.6,75.1,Low,Yes,0.0,57.6
20.7,62.1,Medium,Medium,Yes,8.1,78.5,Low,Yes,2.0,51.7
27.0,98.0,High,Medium,Yes,8.5,94.5,Low,Yes,1.0,69.1
23.8,75.9,Medium,High,No,6.4,57.1,Low,Yes,3.0,51.5
23.5,97.7,Medium,High,No,5.6,98.7,Low,Yes,0.0,71.4
20.1,70.3,Medium,Low,No,7.9,84.2,Low,Yes,0.0,45.2
20.9,77.0,High,Medium,Yes,7.1,58.4,Low,Yes,2.0,53.0
13.8,70.1,High,Medium,Yes,6.1,84.4,Low,Yes,1.0,54.8
22.8,96.7,Medium,Low,No,6.2,60.5,Low,Yes,2.0,58.2
24.1,82.9,Medium,Medium,No,6.7,59.2,Low,Yes,2.0,58.5
14.7,77.9,Medium,Medium,No,6.6,71.4,Low,Yes,1.0,59.6
20.2,74.0,Low,Low,Yes,8.8,62.8,Low,Yes,2.0,49.2
19.3,62.2,Medium,High,No,8.6,76.9,Low,Yes,0.0,57.6
13.1,95.7,Medium,Low,Yes,5.6,61.5,Low,Yes,1.0,51.8
12.2,75.5,Medium,Medium,Yes,6.2,53.5,Low,Yes,2.0,48.7
19.4,63.1,Medium,Low,No,6.9,91.5,Low,Yes,0.0,57.0
19.0,71.1,High,High,Yes,7.1,95.2,Low,No,1.0,65.8
18.5,89.0,Medium,Low,Yes,8.6,83.5,Low,No,2.0,58.5
19.9,96.0,High,Low,No,9.0,72.5,Low,Yes,1.0,52.2
28.2,98.4,Medium,Medium,Yes,7.4,57.9,Low,Yes,1.0,59.6
27.1,81.8,Medium,High,Yes,8.9,99.9,Low,Yes,2.0,76.2
17.4,99.6,Medium,Low,Yes,7.8,96.8,Low,Yes,2.0,66.7
18.1,94.2,Low,Medium,Yes,5.6,95.0,Low,Yes,0.0,67.5
18.4,93.8,High,,Yes,6.7,76.1,Low,No,0.0,63.5
17.7,72.4,Medium,Low,Yes,7.6,94.9,Low,Yes,1.0,59.4
16.0,73.9,Low,High,Yes,6.2,95.6,Low,Yes,1.0,71.8
12.0,88.1,Medium,Low,Yes,6.8,83.5,Low,Yes,3.0,56.1
21.3,97.5,Medium,Medium,No,8.6,51.5,Low,Yes,3.0,54.7
21.7,96.3,Low,Medium,Yes,6.1,54.9,Low,Yes,2.0,55.0
18.2,63.3,High,Medium,No,7.4,93.4,Low,Yes,4.0,61.7
27.7,94.9,High,Medium,Yes,8.4,88.3,Low,Yes,1.0,70.5
19.8,70.1,Medium,Medium,Yes,7.8,55.5,Low,No,2.0,45.0
20.9,85.0,Medium,Medium,No,6.8,61.9,Low,Yes,0.0,50.9
27.7,,Medium,High,No,4.5,50.7,Low,Yes,3.0,60.1
23.5,90.2,Medium,Medium,No,7.6,61.6,Low,Yes,2.0,66.3
17.6,86.5,Medium,High,No,6.6,93.0,Low,Yes,1.0,65.1
11.0,,Medium,High,Yes,4.4,76.3,Low,Yes,2.0,57.7
23.5,77.1,Medium,Medium,Yes,6.2,63.8,Low,Yes,1.0,59.1
15.5,94.0,Medium,High,Yes,5.4,97.7,Low,Yes,2.0,69.1
26.5,64.4,Low,Medium,No,6.4,92.6,Low,Yes,2.0,64.8
23.6,97.0,High,Medium,Yes,8.7,92.0,Low,Yes,0.0,67.6
23.9,86.5,High,Medium,No,6.3,86.3,Low,Yes,0.0,61.6
21.2,86.2,Medium,Medium,Yes,7.0,57.2,Low,,0.0,54.7
30.5,84.5,Medium,Low,Yes,8.2,91.4,Low,No,1.0,68.6
15.8,91.1,Medium,High,Yes,6.5,69.5,Low,Yes,1.0,56.2
17.0,62.6,Medium,Low,Yes,7.1,54.1,Low,Yes,2.0,34.9
19.5,72.8,Medium,Low,No,4.0,90.9,Low,Yes,4.0,59.0
21.1,70.8,Medium,High,Yes,5.5,96.2,Low,Yes,0.0,60.0
29.0,68.7,Medium,Medium,No,5.7,83.4,Low,Yes,2.0,59.7
10.5,60.2,Medium,Low,Yes,7.6,74.9,Low,Yes,1.0,43.1
20.3,91.2,Low,Medium,No,8.0,65.5,Low,Yes,1.0,50.7
14.0,89.1,High,High,Yes,4.0,53.6,Low,Yes,3.0,55.5
21.7,73.1,Medium,High,Yes,7.2,95.3,Low,Yes,,66.0
14.4,66.7,Medium,Low,Yes,6.5,99.0,Low,Yes,0.0,56.0
16.3,60.3,Medium,Low,Yes,7.8,58.5,Low,Yes,3.0,42.3
24.7,88.7,Medium,Low,Yes,6.9,72.9,Low,Yes,1.0,66.0
18.2,98.0,Medium,High,No,7.2,82.0,Low,Yes,0.0,66.6
23.1,70.1,Low,High,Yes,6.4,86.1,Low,,2.0,59.1
25.6,87.5,Medium,Medium,Yes,7.0,73.0,Low,Yes,2.0,57.8
27.3,83.3,Medium,Medium,Yes,8.5,97.1,Low,Yes,0.0,65.3
26.7,96.6,Medium,Medium,Yes,6.0,60.1,Low,Yes,1.0,61.8
14.4,85.4,Medium,Medium,Yes,10.0,86.8,Low,Yes,3.0,66.3
20.0,93.4,Medium,High,Yes,8.4,98.2,Low,Yes,2.0,70.2
15.1,95.6,High,Medium,Yes,6.5,67.6,Low,Yes,3.0,56.9
17.7,64.2,Low,Medium,Yes,10.0,65.2,Low,Yes,1.0,43.1
23.5,69.5,High,Medium,Yes,5.2,57.6,Low,Yes,4.0,48.9
22.5,97.8,Medium,Low,Yes,7.8,81.6,Low,Yes,1.0,63.3
27.6,74.4,High,Medium,Yes,8.4,56.1,Low,Yes,0.0,50.6
31.1,63.6,High,High,No,9.5,55.6,Low,Yes,1.0,56.8
14.0,60.2,High,Medium,Yes,7.7,82.8,Low,Yes,1.0,49.3
19.4,94.4,Medium,Medium,Yes,8.9,81.6,Low,Yes,1.0,61.2
19.2,68.6,Medium,High,Yes,7.4,80.6,Low,Yes,3.0,69.7
20.2,95.1,Medium,Medium,Yes,7.2,52.3,Low,Yes,2.0,53.9
22.1,70.5,Low,Medium,,6.3,98.6,Low,No,2.0,65.5
16.1,73.2,Medium,Low,No,8.1,79.6,Low,Yes,0.0,58.9
15.8,94.9,Medium,Medium,No,6.9,82.8,Low,Yes,1.0,60.3
25.5,80.0,Medium,High,Yes,8.3,88.8,Low,No,0.0,69.0
31.3,72.2,Low,High,No,8.7,86.7,Low,No,0.0,62.7
22.4,66.6,Medium,High,Yes,6.0,73.5,Low,Yes,1.0,61.0
14.5,73.3,High,High,No,6.3,85.9,Low,Yes,4.0,59.4
21.5,93.5,High,Medium,No,6.7,98.6,Low,Yes,2.0,64.2
20.1,72.6,Low,Low,No,5.4,98.7,Low,Yes,3.0,65.7
26.7,99.2,High,High,Yes,7.3,94.3,Low,Yes,0.0,80.4
34.4,76.7,Low,Medium,Yes,6.7,90.1,Low,Yes,2.0,71.2
18.3,68.7,Medium,Medium,No,7.2,70.8,Low,Yes,2.0,51.8
23.6,78.0,Medium,Medium,No,8.4,88.1,Low,Yes,1.0,62.9
17.5,72.0,Medium,High,No,6.0,80.0,Low,No,0.0,57.3
15.4,69.2,High,Medium,Yes,6.8,72.6,Low,Yes,2.0,51.0
9.6,90.0,High,Medium,No,9.0,96.3,Low,Yes,2.0,56.4
29.5,87.8,Medium,Medium,Yes,7.5,65.5,Low,Yes,1.0,57.7
18.0,64.4,High,High,Yes,6.7,85.5,Low,Yes,2.0,62.7
19.3,61.3,Low,Low,Yes,8.4,67.6,Low,Yes,2.0,52.7
21.7,62.1,High,Medium,Yes,7.7,52.6,Low,Yes,1.0,41.8
20.0,72.9,High,Medium,Yes,7.5,73.0,Low,Yes,1.0,44.8
25.9,68.0,Medium,High,Yes,8.0,95.0,Low,Yes,0.0,60.3
27.0,63.4,Medium,High,No,8.7,92.2,Low,Yes,1.0,61.5
14.3,94.6,Medium,High,No,7.1,51.3,Low,Yes,3.0,47.7
11.5,97.8,Medium,Medium,No,5.5,60.8,Low,Yes,2.0,47.1
32.9,88.4,Low,Medium,Yes,9.8,62.7,Low,Yes,1.0,55.7
20.6,63.6,Medium,Low,Yes,9.3,98.3,Low,Yes,1.0,63.2
11.5,96.7,Medium,Medium,Yes,8.5,62.3,Low,Yes,1.0,45.7
23.5,66.7,High,Medium,No,8.3,91.9,Low,No,3.0,60.7
18.2,67.8,Medium,Medium,No,5.8,64.2,Low,Yes,1.0,46.4
26.2,90.9,Medium,Medium,No,6.5,52.1,Low,Yes,2.0,49.9
26.2,74.7,Low,High,No,4.7,61.0,Low,Yes,3.0,59.8
20.3,98.3,Medium,High,Yes,7.3,74.8,Low,Yes,1.0,62.2
17.2,63.4,Medium,Medium,No,6.4,66.5,Low,Yes,5.0,55.3
26.3,80.2,High,Medium,No,8.8,50.9,Low,Yes,1.0,54.2
19.2,69.9,Medium,Low,Yes,10.0,75.9,Low,Yes,0.0,50.6
11.1,62.1,High,High,Yes,6.7,83.6,Low,Yes,1.0,51.4
29.5,85.8,High,Medium,Yes,5.9,71.0,Low,No,2.0,64.7
19.2,89.7,Low,High,Yes,4.1,65.8,Low,Yes,2.0,61.6
27.6,64.4,Medium,High,No,10.0,59.0,Low,Yes,2.0,50.0
14.0,85.5,Medium,Medium,Yes,7.2,57.6,Low,Yes,2.0,46.8
22.5,82.1,Medium,Medium,No,7.3,75.0,Low,Yes,0.0,55.2
27.5,99.5,High,Medium,Yes,7.5,95.6,Low,Yes,0.0,70.3
18.0,65.6,Medium,High,No,6.3,81.1,Low,Yes,1.0,54.9
25.5,97.0,Low,Medium,Yes,6.9,97.1,Low,Yes,0.0,66.6
7.6,69.3,High,Medium,Yes,8.4,87.0,Low,Yes,2.0,53.9
17.8,74.2,High,High,Yes,5.0,53.8,Low,Yes,1.0,52.0
17.7,95.5,Medium,High,Yes,9.1,71.9,Low,Yes,0.0,54.5
28.5,99.4,High,Low,Yes,6.3,60.2,Low,Yes,2.0,61.1
22.1,81.7,High,Low,Yes,6.2,62.8,Low,Yes,3.0,57.8
20.7,81.2,Medium,Low,Yes,8.7,69.2,Low,No,3.0,55.3
19.4,80.7,High,Low,No,7.5,76.3,Low,Yes,1.0,55.9
14.2,99.9,Medium,High,Yes,9.8,88.9,Low,Yes,0.0,67.5
16.9,62.3,Medium,Medium,Yes,7.4,97.9,Low,Yes,2.0,73.5
21.8,83.6,Medium,Low,Yes,5.7,98.1,Low,Yes,2.0,69.6
19.6,75.6,Low,Medium,No,8.3,81.7,Low,Yes,2.0,60.6
26.8,66.4,High,Medium,No,8.6,59.9,Low,Yes,2.0,53.5
19.1,94.2,High,Medium,Yes,6.5,52.0,Low,Yes,1.0,53.7
28.7,69.5,High,High,Yes,7.4,64.4,Low,Yes,2.0,55.0
3.3,95.7,Medium,High,No,9.3,57.1,Low,Yes,0.0,48.1
23.3,87.1,Medium,Medium,No,5.4,82.6,Low,Yes,1.0,68.8
24.4,70.2,Medium,Medium,Yes,5.1,69.1,Low,,1.0,56.6
20.5,61.5,Medium,Medium,No,6.7,98.3,Low,Yes,2.0,59.3
8.6,80.0,High,Medium,No,6.3,95.6,Low,Yes,2.0,60.5
27.5,77.7,Medium,Medium,Yes,9.1,68.3,Low,Yes,3.0,57.1
28.2,82.6,Medium,High,Yes,8.4,66.1,Low,Yes,2.0,67.0
23.6,86.7,Medium,Medium,No,6.7,97.2,Low,Yes,2.0,75.3
24.8,84.3,Medium,High,No,9.4,65.6,Low,Yes,4.0,62.8
11.2,82.0,Medium,Medium,No,7.6,66.4,Low,Yes,2.0,52.9
18.3,76.1,Low,Medium,Yes,6.1,81.3,Low,Yes,0.0,57.4
12.1,87.6,Medium,Medium,No,7.2,65.6,Low,Yes,2.0,51.0
21.5,70.0,Medium,Low,Yes,5.4,54.5,Low,Yes,1.0,49.4
27.4,92.6,Low,Medium,No,7.6,97.1,Low,No,2.0,78.4
18.6,91.3,Medium,High,No,8.8,75.8,Low,Yes,0.0,52.7
20.8,73.0,Medium,High,Yes,6.9,96.2,Low,Yes,1.0,64.9
21.2,76.0,Low,Medium,Yes,9.2,70.9,Low,Yes,2.0,61.5
20.0,65.6,Medium,Low,Yes,5.5,97.1,Low,,0.0,52.0
29.1,77.3,Medium,Medium,No,6.0,61.6,Low,Yes,1.0,54.0
18.6,78.1,Medium,High,No,10.0,93.3,Low,Yes,2.0,58.7
23.8,97.3,Low,Medium,Yes,8.5,67.7,Low,Yes,3.0,64.0
15.9,60.7,Medium,Low,No,6.1,74.6,Low,Yes,4.0,57.6
18.5,92.4,Medium,Medium,Yes,6.4,79.0,Low,Yes,,59.9
18.1,71.7,Medium,High,Yes,8.4,86.4,Low,Yes,1.0,56.7
19.5,82.5,Medium,High,Yes,8.5,71.5,Low,Yes,1.0,57.3
26.6,98.0,Medium,Medium,Yes,10.0,67.6,Low,Yes,0.0,53.5
33.4,60.8,Medium,Medium,Yes,9.4,71.9,Low,Yes,2.0,63.2
16.9,72.5,Medium,Low,No,9.0,85.5,Low,Yes,4.0,59.7
9.3,67.4,Medium,High,Yes,7.0,56.8,Low,No,4.0,52.6
20.5,83.6,Medium,High,No,7.3,54.4,Low,Yes,3.0,51.7
9.8,69.6,Low,Low,No,8.8,77.8,Low,Yes,0.0,47.0
20.7,66.8,High,Medium,No,8.6,93.3,Low,Yes,1.0,62.0
20.7,86.2,Low,Low,No,7.2,78.2,Low,Yes,1.0,59.0
15.3,95.4,Medium,Medium,No,6.0,97.2,Low,Yes,1.0,69.1
19.0,97.6,Medium,Medium,Yes,5.6,87.2,Low,Yes,1.0,64.4
24.9,88.2,Medium,High,No,8.2,53.4,Low,Yes,0.0,51.9
14.5,69.7,High,Medium,Yes,5.7,62.0,Low,Yes,4.0,54.7
35.6,94.4,High,Medium,No,4.6,55.7,Low,No,1.0,61.2
27.5,81.1,Medium,Medium,Yes,6.0,81.2,Low,Yes,2.0,65.4
22.2,79.4,Low,Low,Yes,8.1,54.0,Low,Yes,1.0,44.0
22.7,72.4,High,Medium,Yes,8.4,57.1,Low,No,1.0,47.3
25.2,82.2,Medium,Medium,Yes,7.0,78.5,Low,Yes,0.0,64.1
20.2,62.2,High,High,Yes,8.1,66.2,Low,Yes,0.0,46.7
22.7,,High,,Yes,6.8,65.8,Low,Yes,1.0,52.5
19.4,94.4,Low,High,Yes,6.3,54.7,Low,Yes,1.0,48.6
12.8,87.0,High,Low,Yes,7.9,50.9,Low,Yes,1.0,38.7
1.1,69.1,Medium,Medium,No,9.3,51.9,Low,No,2.0,36.8
34.4,81.7,Medium,Medium,No,6.5,87.5,Low,Yes,2.0,75.7
32.4,90.4,Medium,High,Yes,6.0,70.1,Low,Yes,1.0,71.1
19.6,89.0,Medium,High,No,8.0,74.9,Low,Yes,1.0,65.9
18.8,74.0,High,Medium,Yes,8.4,68.0,Low,Yes,0.0,50.6
14.4,73.8,Medium,High,No,7.7,78.0,Low,,1.0,59.9
13.0,86.7,Medium,Medium,Yes,6.1,52.8,Low,Yes,3.0,56.0
18.8,71.4,Medium,Medium,Yes,4.6,65.2,Low,Yes,1.0,52.1
17.3,77.3,Medium,Medium,No,8.6,55.5,Low,Yes,1.0,47.4
30.3,86.8,Medium,Medium,Yes,9.3,70.3,Low,Yes,2.0,59.6
11.5,99.7,High,Low,No,7.2,55.2,Low,No,4.0,49.7
6.3,85.1,High,Medium,No,7.7,70.0,Low,Yes,1.0,40.3
24.2,90.8,Medium,High,Yes,7.4,64.6,Low,Yes,2.0,56.0
